order_id,airline_code,airline_name,region,account_tier,part_id,part_type,aircraft_model,capability_area,repair_center_id,repair_center_location,order_created_date,received_date,completed_date,status,priority,warranty_flag,quoted_repair_days,actual_repair_days,repair_cost_usd,sla_met
RO00755,EK,Emirates,Middle East,Strategic,PWR330,Power Control Unit,B737,Power Management,RC04,"Wichita, KS",2025-10-18,2025-10-19,2025-10-24,Completed,Urgent,Y,8,5.0,4055.16,Y
RO00756,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-06-09,2025-06-14,2025-06-22,Completed,Standard,N,5,8.0,8550.85,N
RO00757,B6,JetBlue,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-07-18,2025-07-23,2025-08-02,Completed,Standard,N,6,10.0,11997.04,N
RO00758,EK,Emirates,Middle East,Strategic,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-08-18,2025-08-19,2025-08-27,Completed,AOG,N,8,8.0,26277.63,Y
RO00759,EK,Emirates,Middle East,Strategic,PWR330,Power Control Unit,B737,Power Management,RC02,"Phoenix, AZ",2025-06-16,2025-06-17,2025-06-25,Completed,Standard,N,8,8.0,16518.74,Y
RO00760,UA,United Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-09-24,2025-09-29,2025-10-12,Completed,Standard,Y,12,13.0,6107.11,Y
RO00761,DL,Delta Air Lines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC04,"Wichita, KS",2025-11-23,2025-11-24,2025-12-04,Completed,Urgent,N,13,10.0,33726.63,Y
RO00762,WN,Southwest Airlines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-03-16,2025-03-18,2025-03-24,Completed,Standard,Y,4,6.0,1195.02,Y
RO00763,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-02-03,2025-02-04,2025-02-08,Completed,Standard,N,6,4.0,17149.95,Y
RO00764,AC,Air Canada,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-04-10,2025-04-15,2025-04-19,Completed,Urgent,N,4,4.0,8329.73,Y
RO00765,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-10-12,2025-10-14,2025-10-20,Completed,Standard,N,4,6.0,6773.95,Y
RO00766,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-07-25,2025-07-27,2025-08-02,Completed,Urgent,N,4,6.0,7475.06,N
RO00767,DL,Delta Air Lines,North America,Core,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-06-14,2025-06-16,2025-06-23,Completed,Standard,N,8,7.0,20720.09,Y
RO00768,AF,Air France,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-02-01,2025-02-02,2025-02-09,Completed,Standard,N,5,7.0,9708.94,Y
RO00769,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-01-25,2025-01-28,2025-02-11,Completed,Standard,N,12,14.0,26200.84,Y
RO00770,BA,British Airways,Europe,Growth,ENG410,Engine Control,B737,Engine Systems,RC03,"Miami, FL",2025-11-11,2025-11-16,2025-11-27,Completed,Standard,N,11,11.0,28227.8,Y
RO00771,B6,JetBlue,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-01-17,2025-01-20,2025-01-25,Completed,Standard,N,4,5.0,7196.47,Y
RO00772,LH,Lufthansa,Europe,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-02-10,2025-02-12,2025-02-16,Completed,Standard,N,4,4.0,7309.16,Y
RO00773,AS,Alaska Airlines,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-03-11,2025-03-13,2025-03-20,Completed,Standard,Y,4,7.0,1574.18,N
RO00774,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-10-24,2025-10-26,2025-11-01,Completed,Standard,N,6,6.0,10868.65,Y
RO00775,AF,Air France,Europe,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-06-07,2025-06-08,2025-06-12,Completed,Standard,N,4,4.0,6554.74,Y
RO00776,LH,Lufthansa,Europe,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-11-25,2025-11-27,2025-12-05,Completed,Standard,N,7,8.0,15687.44,Y
RO00777,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-06-13,2025-06-18,2025-06-22,Completed,Urgent,N,5,4.0,9345.38,Y
RO00778,AS,Alaska Airlines,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-06-29,2025-07-01,2025-07-06,Completed,Urgent,N,6,5.0,13315.26,Y
RO00779,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-05-07,2025-05-12,2025-05-17,Completed,Standard,N,6,5.0,17884.95,Y
RO00780,AS,Alaska Airlines,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-09-25,2025-09-27,2025-09-30,Completed,Standard,N,4,3.0,7190.92,Y
RO00781,EK,Emirates,Middle East,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-09-09,2025-09-10,2025-09-13,Completed,Urgent,Y,4,3.0,1617.9,Y
RO00782,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-12-13,2025-12-16,2025-12-25,Completed,Standard,N,6,9.0,16297.92,N
RO00783,BA,British Airways,Europe,Growth,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2024-12-30,2025-01-04,2025-01-17,Completed,Standard,N,11,13.0,22963.41,Y
RO00784,QR,Qatar Airways,Middle East,Growth,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-03-12,2025-03-14,2025-03-20,Completed,Standard,N,5,6.0,10345.94,Y
RO00785,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-09-27,2025-10-02,2025-10-07,Completed,AOG,N,6,5.0,15659.72,Y
RO00786,EK,Emirates,Middle East,Strategic,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-03-20,2025-03-25,2025-03-28,Completed,AOG,N,5,3.0,12655.74,Y
RO00787,LH,Lufthansa,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-07-25,2025-07-28,2025-08-04,Completed,Standard,N,5,7.0,9024.18,Y
RO00788,AS,Alaska Airlines,North America,Strategic,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-11-27,2025-11-28,2025-12-04,Completed,Standard,N,8,6.0,18716.8,Y
RO00789,QR,Qatar Airways,Middle East,Growth,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-08-21,2025-08-22,2025-09-08,Completed,Standard,Y,11,17.0,5237.49,N
RO00790,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-05-28,2025-05-30,2025-06-02,Completed,Standard,N,4,3.0,6712.17,Y
RO00791,AS,Alaska Airlines,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-01-06,2025-01-08,2025-01-13,Completed,Urgent,Y,5,5.0,2288.8,Y
RO00792,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-04-16,2025-04-21,2025-04-24,Completed,Urgent,N,4,3.0,7635.26,Y
RO00793,AF,Air France,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC02,"Phoenix, AZ",2025-04-19,2025-04-21,2025-04-28,Completed,AOG,N,11,7.0,36810.98,Y
RO00794,UA,United Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-01-08,2025-01-09,2025-01-13,Completed,Standard,Y,4,4.0,1692.21,Y
RO00795,B6,JetBlue,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-05-19,2025-05-21,2025-05-27,Completed,Standard,N,6,6.0,20276.83,Y
RO00796,AA,American Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-05-16,2025-05-20,2025-05-28,Completed,Standard,N,7,8.0,15401.94,Y
RO00797,AA,American Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-07-17,2025-07-20,2025-08-03,Completed,Urgent,N,7,14.0,17644.45,N
RO00798,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-10-04,2025-10-06,2025-10-09,Completed,Urgent,N,4,3.0,9718.96,Y
RO00799,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-07-23,2025-07-26,2025-08-02,Completed,Standard,N,5,7.0,10297.9,Y
RO00800,WN,Southwest Airlines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-07-29,2025-08-03,2025-08-10,Completed,Standard,N,4,7.0,7469.14,N
RO00801,AS,Alaska Airlines,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-08-09,2025-08-12,2025-08-17,Completed,Standard,N,4,5.0,6876.34,Y
RO00802,DL,Delta Air Lines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-01-11,2025-01-15,2025-01-18,Completed,AOG,N,7,3.0,22228.61,Y
RO00803,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-08-12,2025-08-17,2025-08-26,Completed,Standard,Y,6,9.0,2146.03,N
RO00804,QF,Qantas,Oceania,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-11-26,2025-12-01,2025-12-04,Completed,AOG,Y,5,3.0,2354.55,Y
RO00805,WN,Southwest Airlines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-08-26,2025-08-30,2025-09-18,Completed,Standard,Y,12,19.0,6753.32,N
RO00806,DL,Delta Air Lines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-08-04,2025-08-06,2025-08-20,Completed,Standard,Y,6,14.0,3607.9,N
RO00807,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-12-21,2025-12-25,2025-12-29,Completed,Standard,Y,4,4.0,1349.06,Y
RO00808,DL,Delta Air Lines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC04,"Wichita, KS",2025-04-02,2025-04-06,2025-04-14,Completed,Urgent,N,7,8.0,17101.38,Y
RO00809,BA,British Airways,Europe,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-07-07,2025-07-11,2025-07-19,Completed,Standard,N,4,8.0,6163.41,N
RO00810,LH,Lufthansa,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-03-10,2025-03-14,2025-03-23,Completed,Standard,N,11,9.0,23376.25,Y
RO00811,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-02-18,2025-02-20,2025-02-25,Completed,Standard,N,5,5.0,9561.78,Y
RO00812,UA,United Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-02-12,2025-02-13,2025-02-16,Completed,Urgent,N,4,3.0,8187.65,Y
RO00813,NH,ANA,Asia,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-07-14,2025-07-17,2025-07-30,Completed,Standard,N,7,13.0,13899.36,N
RO00814,B6,JetBlue,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-01-06,2025-01-08,2025-01-10,Completed,Urgent,N,4,2.0,7436.34,Y
RO00815,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-09-17,2025-09-18,2025-09-25,Completed,Urgent,N,5,7.0,10152.58,N
RO00816,QR,Qatar Airways,Middle East,Growth,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-06-14,2025-06-18,2025-06-26,Completed,Standard,N,6,8.0,14030.81,Y
RO00817,DL,Delta Air Lines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-01-08,2025-01-13,2025-01-26,Completed,Urgent,N,13,13.0,37316.98,Y
RO00818,AF,Air France,Europe,Core,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-06-03,2025-06-05,2025-06-19,Completed,Standard,N,8,14.0,20837.13,N
RO00819,EK,Emirates,Middle East,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-04-23,2025-04-24,2025-04-30,Completed,Standard,N,5,6.0,9243.67,Y
RO00820,EK,Emirates,Middle East,Strategic,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-11-01,2025-11-02,2025-11-08,Completed,Standard,N,5,6.0,9889.99,Y
RO00821,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-05-16,2025-05-21,2025-05-27,Completed,Standard,N,6,6.0,11233.04,Y
RO00822,UA,United Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC03,"Miami, FL",2025-11-19,2025-11-21,2025-12-06,Completed,Urgent,Y,11,15.0,6132.19,N
RO00823,WN,Southwest Airlines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-02-25,2025-03-01,2025-03-07,Completed,Standard,N,5,6.0,8214.17,Y
RO00824,BA,British Airways,Europe,Growth,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-02-12,2025-02-17,2025-02-22,Completed,Urgent,N,4,5.0,8787.4,Y
RO00825,QF,Qantas,Oceania,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-09-12,2025-09-14,2025-09-25,Completed,Urgent,N,13,11.0,36535.93,Y
RO00826,EK,Emirates,Middle East,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-02-27,2025-03-02,2025-03-08,Completed,Standard,Y,7,6.0,3208.99,Y
RO00827,LH,Lufthansa,Europe,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-10-15,2025-10-20,2025-10-23,Completed,Standard,N,4,3.0,6336.98,Y
RO00828,QF,Qantas,Oceania,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-03-28,2025-03-29,2025-04-04,Completed,Standard,N,7,6.0,15396.26,Y
RO00829,WN,Southwest Airlines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-08-01,2025-08-02,2025-08-07,Completed,Urgent,N,4,5.0,6838.85,Y
RO00830,UA,United Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-12-06,2025-12-07,2025-12-11,Completed,Urgent,Y,6,4.0,2687.41,Y
RO00831,B6,JetBlue,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-11-03,2025-11-06,2025-11-15,Completed,Standard,N,5,9.0,9388.82,N
RO00832,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-12-01,2025-12-02,2025-12-12,Completed,Standard,Y,6,10.0,2736.52,N
RO00833,NH,ANA,Asia,Strategic,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-05-31,2025-06-05,2025-06-12,Completed,Standard,N,4,7.0,7111.69,N
RO00834,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2024-12-28,2025-01-02,2025-01-07,Completed,Standard,N,4,5.0,7031.56,Y
RO00835,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-05-19,2025-05-21,2025-05-27,Completed,Standard,Y,6,6.0,2896.35,Y
RO00836,LH,Lufthansa,Europe,Core,PWR330,Power Control Unit,B737,Power Management,RC01,"Dallas, TX",2025-03-16,2025-03-21,2025-03-26,Completed,AOG,N,8,5.0,25863.95,Y
RO00837,UA,United Airlines,North America,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC03,"Miami, FL",2025-04-12,2025-04-17,2025-05-06,Completed,Standard,Y,13,19.0,6567.15,N
RO00838,AC,Air Canada,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-07-30,2025-08-04,2025-08-07,Completed,Urgent,N,4,3.0,8736.05,Y
RO00839,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-11-29,2025-12-04,2025-12-11,Completed,Standard,N,6,7.0,19717.44,Y
RO00840,UA,United Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-06-28,2025-06-30,2025-07-08,Completed,Standard,Y,7,8.0,2945.78,Y
RO00841,BA,British Airways,Europe,Growth,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-06-30,2025-07-05,2025-07-16,Completed,Urgent,Y,8,11.0,4144.96,N
RO00842,BA,British Airways,Europe,Growth,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-08-06,2025-08-07,2025-08-15,Completed,Standard,N,6,8.0,13061.69,Y
RO00843,AA,American Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-07-28,2025-08-01,2025-08-10,Completed,Standard,N,7,9.0,14081.97,Y
RO00844,QF,Qantas,Oceania,Strategic,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-06-19,2025-06-23,2025-07-04,Completed,Standard,N,5,11.0,9627.12,N
RO00845,AA,American Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-02-23,2025-02-24,2025-03-05,Completed,Standard,N,11,9.0,24247.84,Y
RO00846,AC,Air Canada,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-03-11,2025-03-15,2025-03-26,Completed,Standard,Y,12,11.0,5990.94,Y
RO00847,UA,United Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-08-08,2025-08-13,2025-08-17,Completed,Standard,N,4,4.0,7366.02,Y
RO00848,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-05-10,2025-05-12,2025-05-18,Completed,Standard,Y,5,6.0,1702.72,Y
RO00849,UA,United Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-06-06,2025-06-10,2025-06-27,Completed,Standard,N,12,17.0,30496.16,N
RO00850,B6,JetBlue,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-04-23,2025-04-25,2025-04-30,Completed,Standard,N,6,5.0,18484.05,Y
RO00851,AA,American Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-05-20,2025-05-21,2025-06-01,Completed,Standard,N,7,11.0,15385.57,N
RO00852,QR,Qatar Airways,Middle East,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-03-11,2025-03-13,2025-03-24,Completed,Standard,N,12,11.0,26403.22,Y
RO00853,AF,Air France,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-08-06,2025-08-09,2025-08-18,Completed,AOG,N,11,9.0,35371.95,Y
RO00854,AC,Air Canada,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-08-07,2025-08-11,2025-08-15,Completed,Urgent,N,4,4.0,9107.5,Y
RO00855,B6,JetBlue,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-12-20,2025-12-21,2025-12-26,Completed,Standard,N,6,5.0,16432.23,Y
RO00856,EK,Emirates,Middle East,Strategic,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-06-29,2025-07-03,2025-07-08,Completed,Urgent,N,6,5.0,12337.49,Y
RO00857,AC,Air Canada,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-04-05,2025-04-07,2025-04-30,Completed,Standard,N,12,23.0,32011.32,N
RO00858,EK,Emirates,Middle East,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-10-22,2025-10-24,2025-11-03,Completed,Standard,N,7,10.0,17803.03,N
RO00859,SQ,Singapore Airlines,Asia,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-01-23,2025-01-25,2025-02-02,Completed,Standard,N,6,8.0,16678.09,Y
RO00860,QR,Qatar Airways,Middle East,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-02-06,2025-02-07,2025-02-13,Completed,Standard,N,6,6.0,16278.61,Y
RO00861,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-01-24,2025-01-29,2025-02-01,Completed,Urgent,N,4,3.0,8792.26,Y
RO00862,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-07-31,2025-08-02,2025-08-19,Completed,Standard,N,12,17.0,28357.48,N
RO00863,DL,Delta Air Lines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-02-20,2025-02-25,2025-03-08,Completed,Urgent,N,13,11.0,36259.94,Y
RO00864,DL,Delta Air Lines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-11-24,2025-11-29,2025-12-16,Completed,Standard,N,13,17.0,34233.36,N
RO00865,AF,Air France,Europe,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-02-13,2025-02-18,2025-02-26,Completed,Urgent,N,7,8.0,18341.32,Y
RO00866,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-08-03,2025-08-04,2025-08-12,Completed,Standard,N,4,8.0,7030.74,N
RO00867,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-10-16,2025-10-20,2025-11-04,Completed,Standard,N,12,15.0,28254.24,N
RO00868,AC,Air Canada,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-03-14,2025-03-18,2025-03-25,Completed,Urgent,N,6,7.0,21130.01,Y
RO00869,AC,Air Canada,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-12-21,2025-12-25,2025-12-29,Completed,Urgent,Y,4,4.0,1664.59,Y
RO00870,SQ,Singapore Airlines,Asia,Growth,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-05-19,2025-05-23,2025-05-29,Completed,Urgent,N,4,6.0,8791.16,N
RO00871,AA,American Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC01,"Dallas, TX",2025-03-18,2025-03-19,2025-04-05,Completed,Standard,N,12,17.0,29796.8,N
RO00872,DL,Delta Air Lines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-11-04,2025-11-06,2025-11-18,Completed,Standard,Y,11,12.0,4934.36,Y
RO00873,UA,United Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-05-01,2025-05-04,2025-05-12,Completed,Standard,Y,7,8.0,2843.83,Y
RO00874,LH,Lufthansa,Europe,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-03-22,2025-03-27,2025-03-30,Completed,Urgent,Y,4,3.0,1654.96,Y
RO00875,SQ,Singapore Airlines,Asia,Growth,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-09-25,2025-09-27,2025-10-01,Completed,Urgent,N,4,4.0,7938.82,Y
RO00876,AC,Air Canada,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-03-03,2025-03-07,2025-03-11,Completed,Standard,Y,4,4.0,1246.31,Y
RO00877,DL,Delta Air Lines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-11-08,2025-11-13,2025-11-18,Completed,Standard,N,4,5.0,6266.54,Y
RO00878,WN,Southwest Airlines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-01-12,2025-01-17,2025-02-04,Completed,Standard,N,12,18.0,29976.61,N
RO00879,LH,Lufthansa,Europe,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-11-14,2025-11-17,2025-11-21,Completed,Urgent,N,4,4.0,8000.14,Y
RO00880,WN,Southwest Airlines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-08-13,2025-08-16,2025-08-21,Completed,Standard,Y,5,5.0,1896.3,Y
RO00881,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-01-28,2025-02-02,2025-02-05,Completed,Standard,N,4,3.0,6168.3,Y
RO00882,QF,Qantas,Oceania,Strategic,PWR330,Power Control Unit,B737,Power Management,RC01,"Dallas, TX",2025-12-20,2025-12-23,2025-12-30,Completed,Standard,N,8,7.0,18383.24,Y
RO00883,DL,Delta Air Lines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-11-07,2025-11-12,2025-11-18,Completed,Standard,N,4,6.0,6791.68,Y
RO00884,DL,Delta Air Lines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC05,"Cincinnati, OH",2025-08-10,2025-08-14,2025-08-21,Completed,Standard,N,7,7.0,16670.41,Y
RO00885,NH,ANA,Asia,Strategic,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-01-24,2025-01-25,2025-02-10,Completed,Standard,Y,8,16.0,3738.29,N
RO00886,AS,Alaska Airlines,North America,Strategic,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-01-10,2025-01-13,2025-01-21,Completed,AOG,N,11,8.0,38053.57,Y
RO00887,QR,Qatar Airways,Middle East,Growth,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-06-16,2025-06-18,2025-06-25,Completed,Urgent,N,6,7.0,15470.41,Y
